"","source","year","BottomT.mean","BottomT.sd","BottomT.median","BottomT.min","BottomT.max","epu","season","BottomT.mean.ref","BottomT.mean.anomaly"
"1","GLORYS","1993",5.95469980253278,2.2669749042757,6.59355449676514,0.410992801189423,12.1923580169678,"SS","spring",6.66155320703133,-0.706853404498554
"2","GLORYS","1994",7.4991484458204,1.57804855957088,7.91781377792358,2.38639497756958,12.5995969772339,"SS","spring",6.66155320703133,0.837595238789065
"3","GLORYS","1995",6.90040019087625,2.16871846781308,7.96835231781006,0.944212198257446,13.6433305740356,"SS","spring",6.66155320703133,0.23884698384492
"4","GLORYS","1996",6.76094062752439,1.92662471493288,7.45417642593384,1.17346727848053,11.9074373245239,"SS","spring",6.66155320703133,0.0993874204930618
"5","GLORYS","1997",6.97420154890656,1.99655175425353,7.56916999816895,1.220343708992,13.1855525970459,"SS","spring",6.66155320703133,0.312648341875231
"6","GLORYS","1998",5.66666808514718,1.1779462241303,5.77614688873291,1.45985293388367,12.9621572494507,"SS","spring",6.66155320703133,-0.994885121884152
"7","GLORYS","1999",7.06779349501284,1.66009603888811,7.18170738220215,2.36222410202026,13.8857688903809,"SS","spring",6.66155320703133,0.40624028798151
"8","GLORYS","2000",7.18048889400898,1.24120406693655,7.54353475570679,2.97235035896301,13.5356607437134,"SS","spring",6.66155320703133,0.518935686977645
"9","GLORYS","2001",6.38299036793424,1.72108228597467,6.98760938644409,1.98941004276276,12.2678003311157,"SS","spring",6.66155320703133,-0.278562839097095
"10","GLORYS","2002",7.20607555128753,1.1912983180645,7.43806266784668,3.43818473815918,12.7438888549805,"SS","spring",6.66155320703133,0.544522344256198
"11","GLORYS","2003",6.58668014145593,1.71415556438725,7.08062982559204,1.97915589809418,12.5995969772339,"SS","spring",6.66155320703133,-0.0748730655754031
"12","GLORYS","2004",6.04191993063984,2.00678848698737,6.2324595451355,0.766228258609772,11.5822324752808,"SS","spring",6.66155320703133,-0.619633276391488
"13","GLORYS","2005",6.2812549763607,1.87510412272652,6.2302622795105,1.56459248065948,11.5448770523071,"SS","spring",6.66155320703133,-0.38029823067063
"14","GLORYS","2006",7.292224681289,1.44134883047926,7.68782615661621,2.79802846908569,12.8544874191284,"SS","spring",6.66155320703133,0.630671474257674
"15","GLORYS","2007",5.78777238829323,1.36243158648595,5.97830152511597,1.4825587272644,12.1095924377441,"SS","spring",6.66155320703133,-0.873780818738104
"16","GLORYS","2008",6.27381823188151,1.22174773925345,6.47270107269287,2.83318591117859,13.2580642700195,"SS","spring",6.66155320703133,-0.387734975149823
"17","GLORYS","2009",6.37906962559214,1.44604604889684,6.88653230667114,1.3756217956543,13.4404430389404,"SS","spring",6.66155320703133,-0.282483581439194
"18","GLORYS","2010",7.67181074200046,1.6683313408677,7.97494411468506,2.10000920295715,13.2602615356445,"SS","spring",6.66155320703133,1.01025753496913
"19","GLORYS","2011",7.51553445035314,1.50882001233747,8.03939914703369,2.91009259223938,13.7348861694336,"SS","spring",6.66155320703133,0.853981243321813
"20","GLORYS","2012",8.19791660793906,1.3250861438569,8.36753463745117,3.39790034294128,15.5410928726196,"SS","spring",6.66155320703133,1.53636340090773
"21","GLORYS","2013",7.60438813729648,1.30403891793733,7.89657258987427,2.95843386650085,14.189733505249,"SS","spring",6.66155320703133,0.942834930265145
"22","GLORYS","2014",7.35485147053512,1.90547422647594,7.82625818252563,2.52262949943542,14.199254989624,"SS","spring",6.66155320703133,0.69329826350379
"23","GLORYS","2015",7.41536165812655,1.98531026005425,7.9595627784729,1.84951329231262,12.2406997680664,"SS","spring",6.66155320703133,0.753808451095214
"24","GLORYS","2016",8.05618366987809,1.51693529940735,8.18808555603027,3.77217936515808,13.9128694534302,"SS","spring",6.66155320703133,1.39463046284676
"25","GLORYS","2017",7.48953430025704,2.15986752953871,8.24375152587891,0.608020305633545,12.414288520813,"SS","spring",6.66155320703133,0.827981093225711
"26","GLORYS","2018",8.45273555056867,1.68451814997132,8.88756942749023,2.50871300697327,12.9445781707764,"SS","spring",6.66155320703133,1.79118234353734
"27","GLORYS","2019",8.24073005153481,2.15466565118978,8.67589378356934,2.05240035057068,13.7649154663086,"SS","spring",6.66155320703133,1.57917684450348
"28","GLORYS","2020",7.71103024666473,1.86916101497431,8.53965854644775,1.88833284378052,13.8813743591309,"SS","spring",6.66155320703133,1.0494770396334
"29","PSY","2021",9.06704909575293,2.04449713123615,9.23013114929199,3.40569972991943,14.6114683151245,"SS","spring",6.66155320703133,2.4054958887216
"30","PSY","2022",8.4181647334993,1.70910112876967,8.84719657897949,3.11296057701111,15.6725597381592,"SS","spring",6.66155320703133,1.75661152646797
"31","PSY","2023",7.84393018419607,1.98523826642888,7.93503856658936,1.68408143520355,13.7841577529907,"SS","spring",6.66155320703133,1.18237697716473
"32","ROMS","1959",6.12201009982218,1.39632532884845,6.27293014526367,0.498279988765717,10.2275800704956,"SS","spring",6.66155320703133,-0.539543107209149
"33","ROMS","1960",5.90094681658194,1.15447047886785,6.02800989151001,1.16422998905182,9.83930969238281,"SS","spring",6.66155320703133,-0.760606390449388
"34","ROMS","1961",5.41311263025092,1.31079235821315,5.58523988723755,1.13521003723145,9.84121990203857,"SS","spring",6.66155320703133,-1.24844057678041
"35","ROMS","1962",5.75320470923429,1.22320801589506,5.92446994781494,0.713890016078949,9.72138977050781,"SS","spring",6.66155320703133,-0.908348497797039
"36","ROMS","1963",6.08671192037804,1.27083458567457,6.2153000831604,1.56097996234894,10.0962896347046,"SS","spring",6.66155320703133,-0.574841286653296
