"","source","year","BottomT.mean","BottomT.sd","BottomT.median","BottomT.min","BottomT.max","epu","season","BottomT.mean.ref","BottomT.mean.anomaly"
"1","GLORYS","1993",6.89073494022277,2.49872657405363,6.55253744125366,1.32581567764282,20.1899166107178,"MAB","winter",7.92355141455205,-1.03281647432928
"2","GLORYS","1994",7.34675460542829,3.15540594930762,6.7261266708374,0.758171319961548,19.831018447876,"MAB","winter",7.92355141455205,-0.576796809123756
"3","GLORYS","1995",8.42178374934127,2.85908806379994,7.93319511413574,1.40272223949432,22.7336959838867,"MAB","winter",7.92355141455205,0.498232334789215
"4","GLORYS","1996",6.3359323315501,2.76561317238557,5.6706748008728,0.265968829393387,19.5893115997314,"MAB","winter",7.92355141455205,-1.58761908300196
"5","GLORYS","1997",8.52692221390047,2.48548454938232,8.41221332550049,1.95132303237915,19.5343799591064,"MAB","winter",7.92355141455205,0.603370799348419
"6","GLORYS","1998",7.58168094435101,2.37665807969666,7.06268501281738,3.20380258560181,20.4953460693359,"MAB","winter",7.92355141455205,-0.341870470201038
"7","GLORYS","1999",8.79566614463305,2.92539060956775,8.55284309387207,3.03241062164307,20.2470474243164,"MAB","winter",7.92355141455205,0.872114730080998
"8","GLORYS","2000",8.66066926886065,3.0078683365829,8.30307960510254,1.38587605953217,18.627613067627,"MAB","winter",7.92355141455205,0.737117854308602
"9","GLORYS","2001",7.45654642335546,2.74499108425648,6.72685956954956,2.15054774284363,19.3864250183105,"MAB","winter",7.92355141455205,-0.467004991196589
"10","GLORYS","2002",9.778205923669,2.72979988611852,9.39039278030396,3.44990396499634,19.3571281433105,"MAB","winter",7.92355141455205,1.85465450911694
"11","GLORYS","2003",7.08443064142357,2.79209116486751,6.7107458114624,0.574327826499939,18.8239078521729,"MAB","winter",7.92355141455205,-0.839120773128482
"12","GLORYS","2004",6.78533816085105,2.95522186881381,6.12845230102539,0.462263882160187,18.3690605163574,"MAB","winter",7.92355141455205,-1.138213253701
"13","GLORYS","2005",6.78651542078288,2.60236648287562,6.02151536941528,1.45692312717438,19.4940948486328,"MAB","winter",7.92355141455205,-1.13703599376917
"14","GLORYS","2006",9.00324288871147,2.64973736393177,8.70226097106934,2.79216885566711,19.3329563140869,"MAB","winter",7.92355141455205,1.07969147415942
"15","GLORYS","2007",8.87790962237819,3.08164611416481,8.79345035552979,1.03283798694611,20.7817325592041,"MAB","winter",7.92355141455205,0.954358207826143
"16","GLORYS","2008",8.55924056064676,2.50124121637182,8.51036071777344,2.56144905090332,21.3515739440918,"MAB","winter",7.92355141455205,0.635689146094709
